subject,Question,Option A,Option B,Option C,Option D,Answer,Year,Explaination
Principles of Accounts,What is the nominal value of each share?  , N2  , N0.80,  N0.60,N0.50.,D,1994,Nominal value = total capital / total shares.          
Principles of Accounts,What is the issued capital?  , N40 million  , N48 million,  N50 million,N80 million.,A,1994,Issued capital = number of shares issued × nominal value.          
Principles of Accounts,The document setting out regulations regarding shares and internal organization of a company is known as  , memorandum of association  , articles of association,  prospectus,company law.,B,1994,Articles govern internal operations.          
Principles of Accounts,An advantage of using accounting ratio is that they  , can be easily calculated  , facilitate decision-making,  are stipulated by law,show errors and frauds.,B,1994,Ratios help in analysis and decision-making.          
Principles of Accounts,The turnover of accounts receivable is  , 6.14 times  , 8.14 times,  8.60 times,8.64 times.,D,1994,Turnover = net sales / average receivables.          
Principles of Accounts,The gross profit margin would be  ,0.3333,0.25,0.2,14.28%.,B,1994,Gross profit margin = (profit / sales) × 100.          
Principles of Accounts,What are the company’s gross profit for the year?  , N11 500 , N12500,  N20000,N23000.,C,1994,    Gross profit = sales – cost of goods sold.      
Principles of Accounts,What is the net profit (or loss) contributed by department B?  , N2 000 , (N2000),  (N300),N300.,C,1994,  After allocating expenses  department B makes a loss.       
Principles of Accounts,The expenditure on a good or service consumed within a current accounting period is called  , fixed expenditure  , capital expenditure,  annual expenditure,recurrent expenditure.,D,1994,Recurrent expenditure is short-term consumption.          
Principles of Accounts,The receipts from a special tax levy to pay maturing interest obligation are recorded in  , Capital Project Fund  , Debt Service Fund,  Tax Assessment Fund,Special Revenue Fund.,B,1994,Debt service fund handles debt-related payments.          
Principles of Accounts,The cash basis of accounting requires the recognition of revenue only when they are  , due  , earned,  paid,received.,D,1994,Cash basis recognizes revenue when cash is received.          
Principles of Accounts,The amount for individual items on a government budget is called a  , vote  , deposit,  loan,grant.,A,1994,Each budget allocation is called a vote.          
Principles of Accounts,Which of the following factors has aided the development of Accounting?  , The emergence of nation states  , The discovery of mineral resources,  The growth in size of businesses and separation of ownership and management,The development of a sophisticated monetary system.,C,1995,Accounting developed due to business growth and separation of ownership from management.          
Principles of Accounts,Which of the following concepts stipulates that accounting profit is the difference between revenue and expenses?  , Accrual concept  , Conservation concept,  Prudence concept,Materiality concept.,A,1995,Accrual concept matches revenues with expenses to determine profit.          
Principles of Accounts,An effective accounting system should provide information  , on new products and methods  , for customer feedback,  on internal and external reporting for managers and third parties,for promoters and labour unions.,C,1995,Accounting provides information for decision-making by internal and external users.          
Principles of Accounts,Which of the following accounting records are source documents?  , Journals and ledgers  , Sales invoice and cashbook,  Cashbook and debit note,Sales invoice and debit note.,D,1995,Source documents originate transactions (invoice  debit note).         
Principles of Accounts,Calculate the capital figure from the given data.  , N19 650 , N18650,  N17850,N19850.,A,1995,    Capital = Assets – Liabilities.      
Principles of Accounts,Which of the following transactions is BEST recorded in the general journal?  , Payment of rent with cheque  , Payment of stock with cash,  Purchase of an asset on credit,Transfer of cash from head office to branch.,C,1995,General journal records non-routine transactions like credit asset purchases.          
Principles of Accounts,Which entry properly records the introduction of N500 000 capital paid into bank? ,  Cash credited and capital debited , Bank debited and capital credited,  Bank credited and capital debited,Owner debited and cheque credited.,B,1995, Bank increases (debit)  capital increases (credit).        
Principles of Accounts,One major advantage of a ledger is that it  , is a book of original entry  , is accessible only during liquidation,  removes need for balance sheet,can be used by any type of business.,D,1995,Ledger is universal for all businesses.          
Principles of Accounts,A trial balance is prepared for the purpose of  , classifying accounts  , testing arithmetical accuracy,  identifying balance sheet items,proving accountant competence.,B,1995,Trial balance checks arithmetic accuracy of postings.          
Principles of Accounts,What are the advantages of an imprest petty cash book?  , I  II  III only, I, II  IV only I, III IV only,B,1995,   D     Imprest system controls cash and limits losses.  
Principles of Accounts,If a customer overpays  the business sends a ,  credit note , debit note,  journal voucher,way bill.,A,1995, Credit note acknowledges overpayment.         
Principles of Accounts,Correction of error: wrong entry of cash payment  , John Dr 40 Cash Cr 40  , Cash Dr 40 John Cr 40,  John Dr 20 Cash Cr 20,Cash Dr 20 John Cr 20.,B,1995,Correction reverses wrong posting and records correct entry.          
Principles of Accounts,What is the purchase figure for the month?  , N13 000 , N12100,  N12000,N11200.,C,1995,    Purchases derived from trading account equation.      
Principles of Accounts,What should be the balance in Adama’s cash account?  , N1 680 Dr , N1080 Cr,  N600 Dr,N480 Cr.,A,1995,  Adjusted for uncredited lodgment.        
Principles of Accounts,Why are adjustments necessary in profit and loss account?  , to cover next year expenses  , to ascertain actual income and expenses,  to show provisions,to show total payments.,B,1995,Adjustments ensure accurate matching of income and expenses.          
Principles of Accounts,Accumulated depreciation on the asset as at 31/12/81 was  , N2 487 500, N2736 250 ,N4511192,N4975000.,A,1995,   A     Straight line depreciation applied over years.  
Principles of Accounts,The book value of the asset as at 31/12/86 was  , N3 731 250, N2487 500 ,N1268750,N1020000.,C,1995,   C     Book value = cost – accumulated depreciation.  
Principles of Accounts,Balance in trade creditors account was  , N29 800 , N29500,  N29400,N29000.,C,1995,    Derived from balance sheet equation.      
Principles of Accounts,Balance in capital account was  , N76 000 , N83000,  N117600,N117650.,C,1995,    Capital derived from balancing assets and liabilities.      
Principles of Accounts,Profit and loss account should be debited with  , N3 000 , N2000,  N3000 prepaid,N2000 prepaid.,A,1995,    Accrued wages added to expense.      
Principles of Accounts,Sales ledger control account contains totals of  , creditors  , debtors,  investors,shareholders.,B,1995,Sales ledger relates to debtors.          
Principles of Accounts,Credit purchases for the period were  , N509 600 , N482600,  N428600,N18400.,B,1995,    Calculated using control account formula.      
Principles of Accounts,The starting point for incomplete records is to  , ascertain total sales  , compute opening stock,  verify purchases,prepare opening statement of affairs.,D,1995,Statement of affairs determines opening capital.          
Principles of Accounts,Average stock at cost price is  , N3 860 , N3806,  N3680,N3086.,C,1995,    Stock turnover formula applied.      
Principles of Accounts,The net profit for the year is  , N5 750 , N5650,  N3200,N2300.,D,1995,    Profit derived after expenses.      
Principles of Accounts,Determine the production cost.  , N296 000 , N277000,  N258000,N246000.,B,1995,    Production cost = Prime cost + factory overhead adjusted for work in progress.      
Principles of Accounts,The factory cost of goods produced is made up of  , prime cost and factory overhead  , prime cost and office overhead,  raw materials and fixed cost,raw materials and administrative overhead.,A,1995,Factory cost includes direct costs plus factory overhead.          
Principles of Accounts,Opening work in progress for the period is  , N85 000 , N80000,  N70000,N65000.,B,1995,    Derived using manufacturing account balancing.      
Principles of Accounts,Subscription in arrears are  , credited and shown as liability  , debited and shown as asset,  credited and shown as asset,debited and shown as liability.,C,1995,Subscriptions in arrears are income due  hence asset.         
Principles of Accounts,The statement showing how well a non-profit organization is doing is the  , appropriation account  , balance sheet,  income and expenditure account,receipts and payments account.,C,1995,Income and expenditure account shows surplus or deficit.          
Principles of Accounts,Subscription for 1991 to be charged is  , N2 530 , N2680,  N2830,N2980.,B,1995,    Adjusted for arrears and advance.      
Principles of Accounts,Subscription for 1994 received in advance is treated as  , current asset  , current liability,  capital,profit.,B,1995,Advance income is liability.          
Principles of Accounts,A strong feature of partnership is  , indefinite life  , owners personally liable,  easy transfer of ownership,complex formation.,B,1995,Partners have unlimited liability.          
Principles of Accounts,Interest on partner’s drawings is  , debited to partner current account and credited to appropriation account  , debited to appropriation account,  debited to profit and loss account,credited to profit and loss account.,A,1995,It reduces partner’s share.          
Principles of Accounts,Revaluation increase of N40 000 should be ,  credited to asset account , debited to revaluation account,  credited to revaluation account,credited to appropriation account.,C,1995, Gain goes to revaluation account.         
Principles of Accounts,Halidu’s share of profit is  , N7 500 , N6000,  N5400,N4500.,C,1995,    Profit shared after salary adjustment.      
Principles of Accounts,Hamed’s share of profit should be  , credited to capital account  , credited to current account,  credited to appropriation account,debited to drawings account.,B,1995,Profit share goes to current account.          
Principles of Accounts,Conversion to limited liability company allows  , general partners enjoy limited liability  , limited partners enjoy protection,  creditors enjoy protection,debtors enjoy protection.,A,1995,Conversion gives limited liability to owners.          
Principles of Accounts,Equity shareholder fund is  , N130 000 , N120000,  N113000,N100000.,C,1995,    Equity fund = share capital + reserves.      
Principles of Accounts,Dividend payable to ordinary shareholders is  , N13 000 , N11300,  N10000,N8000.,C,1995,    Dividend = percentage × ordinary share capital.      
Principles of Accounts,Ratio that gives idea of liquidity is  , turnover ratio  , quick ratio,  debt ratio,dividend yield.,B,1995,Quick ratio measures liquidity strength.          
Principles of Accounts,Refund due to subscriber is  , N1 000 , N1200,  N4800,N6000.,C,1995,    Excess application refunded after pro-rata allotment.      
Principles of Accounts,Ability to pay debts quickly is called  , current ratio  , turnover ratio,  acid test ratio,return on investment.,C,1995,Acid test ratio measures immediate liquidity.          
Principles of Accounts,Department accounts are maintained to ascertain  , profit of entire organization  , contribution of each department,  expenses of each department,sales of each department.,B,1995,Helps evaluate departmental performance.          
Principles of Accounts,Net profit of the branch is  , N6 500 , N64600,  N85380,N514600.,B,1995,    Profit derived after removing markup and expenses.      
Principles of Accounts,Head office and branch current account relationship is  , both debit  , both credit,  HO credit branch debit,HO debit branch credit.,C,1995,  Accounts are reciprocal.        
Principles of Accounts,Sources of revenue to state governments include  , I and II only  , II and III only,  I and IV only,III and IV only.,C,1995,Statutory allocation and income tax.          
Principles of Accounts,Capital expenditure is  , N420 000 , N380000,  N240000,N200000.,A,1995,    Capital items include buildings and beds.      
Principles of Accounts,Recurrent expenditure is  , N390 000 , N360000,  N350000,N170000.,D,1995,    Recurrent includes salaries and drugs.      
Principles of Accounts,Government accounting ensures that  , revenue exceeds expenditure  , laws are complied with,  capital equals revenue,funds are merged.,B,1995,Public accounting focuses on legal compliance.          
Principles of Accounts,Accounting information is said to be relevant when it  , can be easily understood by users  , helps users to make informed decisions,  is prepared according to standards,is free from errors.,B,1996,Relevance means the information influences decision-making.          
Principles of Accounts,Which of the following is a qualitative characteristic of accounting information?  , Durability  , Reliability,  Consistency,Objectivity.,B,1996,Reliability ensures information is dependable and accurate.          
Principles of Accounts,The concept which assumes that a business will continue to operate into the foreseeable future is known as  , accrual concept  , going concern concept,  matching concept,prudence concept.,B,1996,Going concern assumes the business will not liquidate soon.          
Principles of Accounts,The double entry system of bookkeeping ensures that  , all transactions are recorded  , errors are completely eliminated,  every debit has a corresponding credit,profits are maximized.,C,1996,Core principle of double entry is debit = credit.          
